,,Chubu,,,,,,,,,,,,,,JEPX Day-Ahead Market Price
,,Nuclear,Thermal,Hydropower,Geothermal,Biomass,SolarPV,Wind,Pumped hydro(pump up),Pumped hydro(generate),Import,Export,SolarPV(curtailment),Wind(curtailment),Demand,Chubu
2023/02/18,04:00,0,11858,471,1,230,0,51,0,3,1750,0,0,0,14364,15.09
2023/02/18,05:00,0,11545,564,2,228,0,46,0,3,1710,0,0,0,14098,15.52
2023/02/18,06:00,0,11817,576,2,229,5,45,0,81,1636,0,0,0,14391,16.58
2023/02/18,07:00,0,11418,532,1,229,873,35,0,135,1639,0,0,0,14862,17.3
2023/02/18,08:00,0,9872,639,2,228,3164,22,0,84,1581,0,0,0,15592,17.17
2023/02/18,09:00,0,8914,674,2,228,4441,18,-70,0,1237,0,0,0,15444,16.04
2023/02/18,10:00,0,8209,672,1,228,5182,32,-328,0,965,0,0,0,14961,13.81
2023/02/18,11:00,0,8748,666,2,229,4913,49,-469,0,467,0,0,0,14605,12.18
2023/02/18,12:00,0,9474,651,2,231,3556,57,-276,0,363,0,0,0,14058,10.49
2023/02/18,13:00,0,10376,664,1,227,1816,56,0,119,855,0,0,0,14114,11.42
2023/02/18,14:00,0,10522,679,2,218,853,45,0,70,1825,0,0,0,14214,13.38
2023/02/18,15:00,0,11051,714,2,221,419,39,0,482,1399,0,0,0,14327,13.99
2023/02/18,16:00,0,11668,774,1,225,51,26,0,332,1587,0,0,0,14664,14.77
2023/02/18,17:00,0,12390,939,2,230,0,10,0,170,1431,0,0,0,15172,16.97
2023/02/18,18:00,0,12366,995,2,230,0,6,0,97,1583,0,0,0,15279,17.55
2023/02/18,19:00,0,12280,907,1,231,0,9,0,96,1440,0,0,0,14964,17.38
2023/02/18,20:00,0,11812,844,2,231,0,16,0,89,1536,0,0,0,14530,16.63
2023/02/18,21:00,0,11014,686,2,230,0,27,0,78,1874,0,0,0,13911,15.7
2023/02/18,22:00,0,10548,583,1,231,0,34,0,16,1610,0,0,0,13023,16.02
2023/02/18,23:00,0,11055,577,2,231,0,41,0,14,761,0,0,0,12681,13.89
2023/02/19,00:00,0,9944,542,2,231,0,46,0,1,1242,0,0,0,12008,13.3
2023/02/19,01:00,0,9413,585,1,231,0,56,-219,0,1759,0,0,0,11826,13.12
2023/02/19,02:00,0,9409,636,2,230,0,77,-116,0,1755,0,0,0,11993,13.17
2023/02/19,03:00,0,9229,683,2,231,0,103,0,16,1797,0,0,0,12061,13.27
2023/02/19,04:00,0,9297,746,1,232,0,106,0,16,1486,0,0,0,11884,13.02
2023/02/19,05:00,0,9082,790,2,230,0,145,0,17,1426,0,0,0,11692,12.87
2023/02/19,06:00,0,9088,841,2,231,0,149,0,16,1317,0,0,0,11644,13.27
2023/02/19,07:00,0,9311,890,1,228,101,141,0,25,1345,0,0,0,12042,14.39
2023/02/19,08:00,0,9436,979,2,229,613,148,0,123,1127,0,0,0,12657,15.25
2023/02/19,09:00,0,9955,1062,2,229,687,125,0,159,996,0,0,0,13215,15.52
2023/02/19,10:00,0,9107,1075,1,227,699,158,0,45,1798,0,0,0,13110,15.3
2023/02/19,11:00,0,8759,1106,2,227,1143,154,-321,0,1953,0,0,0,13023,13.95
2023/02/19,12:00,0,8532,1116,2,229,1125,190,-483,0,1995,0,0,0,12706,12.81
2023/02/19,13:00,0,8867,1102,1,228,896,199,-271,0,1630,0,0,0,12652,12.18
2023/02/19,14:00,0,8924,1113,2,228,650,217,0,15,1447,0,0,0,12596,11.24
2023/02/19,15:00,0,9267,1149,2,229,468,196,0,244,1049,0,0,0,12604,11.42
2023/02/19,16:00,0,9395,1143,1,229,278,221,0,187,1447,0,0,0,12901,13.04
2023/02/19,17:00,0,10644,1212,2,230,5,233,0,226,1355,0,0,0,13907,14.94
2023/02/19,18:00,0,10881,1264,2,230,0,246,0,338,1369,0,0,0,14330,16.03
2023/02/19,19:00,0,10952,1264,1,231,0,208,0,363,1229,0,0,0,14248,16.23
2023/02/19,20:00,0,10777,1185,2,232,0,220,0,201,1418,0,0,0,14035,16.17
2023/02/19,21:00,0,10117,1159,2,232,0,238,0,13,1697,0,0,0,13458,15.41
2023/02/19,22:00,0,9109,1162,1,233,0,237,0,3,1927,0,0,0,12672,13.62
2023/02/19,23:00,0,9555,1166,2,232,0,231,0,3,1047,0,0,0,12236,12.15
2023/02/20,00:00,0,8917,1140,2,233,0,234,0,3,1067,0,0,0,11596,11.08
2023/02/20,01:00,0,8465,1125,2,234,0,228,0,3,1475,0,0,0,11532,11.45
2023/02/20,02:00,0,8757,1123,1,233,0,222,0,3,1457,0,0,0,11796,11.45
2023/02/20,03:00,0,9108,1180,2,233,0,226,0,3,1388,0,0,0,12140,12.7
2023/02/20,04:00,0,9288,1201,1,233,0,211,0,3,1452,0,0,0,12389,13.53
2023/02/20,05:00,0,9636,1170,2,231,0,211,0,3,1799,0,0,0,13052,13.42
2023/02/20,06:00,0,11050,1144,2,232,10,195,0,3,1857,0,0,0,14493,14.81
2023/02/20,07:00,0,11347,1142,1,231,1258,192,0,3,2000,0,0,0,16174,16.05
2023/02/20,08:00,0,10827,1281,2,230,3805,192,0,33,2086,0,0,0,18456,14.49
2023/02/20,09:00,0,10279,1283,2,226,5455,182,0,64,1879,0,0,0,19370,13.43
2023/02/20,10:00,0,9562,1150,1,227,6627,178,0,58,1337,0,0,0,19140,8.02
2023/02/20,11:00,0,9316,1093,2,228,6754,195,-587,0,1580,0,0,0,18581,9.41
2023/02/20,12:00,0,8946,1089,2,231,6903,205,-1595,0,1668,0,0,0,17449,4
2023/02/20,13:00,0,9950,1090,1,233,5841,224,-999,0,1683,0,0,0,18023,10.7
2023/02/20,14:00,0,10198,1112,2,235,5314,245,-639,0,1642,0,0,0,18109,13.05
2023/02/20,15:00,0,11164,1106,2,227,3309,244,-390,0,2122,0,0,0,17784,13.22
2023/02/20,16:00,0,12907,1145,1,229,1395,238,0,72,2297,0,0,0,18284,15.91
2023/02/20,17:00,0,14289,1283,2,231,70,230,0,128,2273,0,0,0,18506,17.39
2023/02/20,18:00,0,14580,1411,2,232,0,244,0,255,2234,0,0,0,18958,17.55
2023/02/20,19:00,0,14269,1421,1,233,0,250,0,190,2109,0,0,0,18473,17.49
2023/02/20,20:00,0,13956,1344,2,237,0,226,0,104,2134,0,0,0,18003,17.14
2023/02/20,21:00,0,13397,1250,2,237,0,206,0,69,2287,0,0,0,17448,16.43
2023/02/20,22:00,0,13029,1157,1,236,0,192,0,67,1912,0,0,0,16594,15.41
2023/02/20,23:00,0,13149,1091,2,235,0,174,0,23,1413,0,0,0,16087,14.42
2023/02/21,00:00,0,12701,962,2,235,0,198,0,5,1265,0,0,0,15368,13.35
2023/02/21,01:00,0,12099,923,1,236,0,198,0,21,1614,0,0,0,15092,13.25
2023/02/21,02:00,0,12172,917,2,234,0,178,0,16,1691,0,0,0,15210,13.32
2023/02/21,03:00,0,12367,908,2,236,0,169,0,16,1499,0,0,0,15197,13.44
2023/02/21,04:00,0,12501,905,1,236,0,167,0,19,1340,0,0,0,15169,13.84
2023/02/21,05:00,0,12611,905,2,233,0,144,0,16,1721,0,0,0,15632,14.51
2023/02/21,06:00,0,14195,983,2,234,28,129,0,36,1639,0,0,0,17246,16.57
2023/02/21,07:00,0,14336,1119,1,233,1805,107,0,218,1085,0,0,0,18904,16.97
2023/02/21,08:00,0,13057,1129,2,232,4375,127,0,107,1747,0,0,0,20776,16.05
2023/02/21,09:00,0,12470,1114,2,229,6415,146,0,181,902,0,0,0,21459,15.05
2023/02/21,10:00,0,11624,1044,2,231,7385,171,0,178,298,0,0,0,20933,13.96
2023/02/21,11:00,0,10630,967,2,231,7785,195,0,81,483,0,0,0,20374,10.67
2023/02/21,12:00,0,9488,865,1,230,7703,226,-561,0,1079,0,0,0,19031,5.5
2023/02/21,13:00,0,10484,857,2,229,7171,239,-67,0,820,0,0,0,19735,12.5
2023/02/21,14:00,0,11345,863,1,230,5776,247,0,89,911,0,0,0,19462,13.91
2023/02/21,15:00,0,12823,902,2,230,3897,256,0,89,1122,0,0,0,19321,14.24
2023/02/21,16:00,0,14485,1092,2,232,1722,227,0,128,1760,0,0,0,19648,16.65
2023/02/21,17:00,0,15888,1330,2,233,91,213,0,280,1912,0,0,0,19949,20.96
2023/02/21,18:00,0,16441,1374,1,232,0,208,0,397,1803,0,0,0,20456,23.37
2023/02/21,19:00,0,16099,1330,2,232,0,187,0,169,1886,0,0,0,19905,20.16
2023/02/21,20:00,0,16065,1219,2,233,0,174,0,86,1692,0,0,0,19471,19.17
2023/02/21,21:00,0,15319,1108,1,235,0,142,0,23,1816,0,0,0,18644,18.03
2023/02/21,22:00,0,14856,1015,2,234,0,139,0,3,1440,0,0,0,17689,17.52
2023/02/21,23:00,0,14798,956,1,226,0,134,0,3,939,0,0,0,17057,16.15
2023/02/22,00:00,0,13725,926,2,175,0,144,0,3,1264,0,0,0,16239,14.47
2023/02/22,01:00,0,12707,902,1,144,0,130,0,3,1940,0,0,0,15827,14.2
2023/02/22,02:00,0,12772,898,2,144,0,125,0,3,1905,0,0,0,15849,14.08
2023/02/22,03:00,0,12488,883,2,146,0,139,0,3,2035,0,0,0,15696,14.17
2023/02/22,04:00,0,12201,885,2,145,0,142,0,3,2209,0,0,0,15587,14.74
2023/02/22,05:00,0,12630,883,1,144,0,133,0,3,2234,0,0,0,16028,15.89
2023/02/22,06:00,0,14527,976,2,143,25,127,0,10,1905,0,0,0,17715,18.21
2023/02/22,07:00,0,14658,979,1,142,1805,114,0,71,1447,0,0,0,19217,18.5
2023/02/22,08:00,0,14191,874,2,143,4361,86,0,34,1292,0,0,0,20983,17.04
2023/02/22,09:00,0,13212,818,2,141,6135,60,0,105,863,0,0,0,21336,14.54
2023/02/22,10:00,0,11049,807,1,142,7555,44,0,102,905,0,0,0,20605,11.85
2023/02/22,11:00,0,9572,821,2,143,8327,27,0,13,1136,0,0,0,20041,3.5
2023/02/22,12:00,0,8764,785,2,143,8327,12,-793,0,1193,0,0,0,18433,0.01
2023/02/22,13:00,0,8777,814,1,143,7702,3,-161,0,1417,0,0,0,18696,2.51
2023/02/22,14:00,0,9079,820,2,142,6447,1,0,118,1646,0,0,0,18255,12.35
2023/02/22,15:00,0,10870,838,2,145,4305,1,0,113,1637,0,0,0,17911,13
2023/02/22,16:00,0,12892,920,1,146,1907,2,0,106,2081,0,0,0,18055,16.57
2023/02/22,17:00,0,14775,1176,2,147,123,2,0,167,1893,0,0,0,18285,18.06
2023/02/22,18:00,0,15474,1366,2,146,0,2,0,252,1443,0,0,0,18685,18.66
2023/02/22,19:00,0,14943,1363,1,149,0,3,0,147,1649,0,0,0,18255,18.25
2023/02/22,20:00,0,14839,1298,2,148,0,2,0,114,1502,0,0,0,17905,17.82
2023/02/22,21:00,0,14280,1145,2,147,0,2,0,99,1698,0,0,0,17373,17.46
2023/02/22,22:00,0,13850,1055,1,147,0,3,0,69,1464,0,0,0,16589,16.71
2023/02/22,23:00,0,13919,934,2,145,0,3,0,53,1032,0,0,0,16088,15.6
2023/02/23,00:00,0,13097,809,2,146,0,7,0,3,1226,0,0,0,15290,16.6
2023/02/23,01:00,0,12388,802,1,147,0,3,0,3,1619,0,0,0,14963,16.6
2023/02/23,02:00,0,12352,823,2,148,0,3,0,47,1516,0,0,0,14891,17.53
2023/02/23,03:00,0,12346,830,2,145,0,3,0,131,1385,0,0,0,14842,17.63
2023/02/23,04:00,0,12278,828,1,146,0,8,0,84,1265,0,0,0,14610,17.1
2023/02/23,05:00,0,12156,826,2,146,0,8,0,43,1388,0,0,0,14569,16.12
2023/02/23,06:00,0,12856,830,2,140,1,14,0,19,1536,0,0,0,15398,16.95
2023/02/23,07:00,0,13330,935,1,143,209,53,0,40,1863,0,0,0,16574,17.81
2023/02/23,08:00,0,13650,994,2,143,1333,49,0,90,2091,0,0,0,18352,19.54
2023/02/23,09:00,0,13455,940,1,141,2275,42,0,128,2151,0,0,0,19133,17.88
2023/02/23,10:00,0,13245,921,2,144,3160,44,0,100,1180,0,0,0,18796,17.04
2023/02/23,11:00,0,11401,838,2,145,4002,50,0,16,1968,0,0,0,18422,15.49
2023/02/23,12:00,0,9262,824,1,147,4827,57,0,19,2103,0,0,0,17240,13.55
2023/02/23,13:00,0,8785,822,2,145,5139,66,0,86,2391,0,0,0,17436,13.81
2023/02/23,14:00,0,9434,827,2,146,4323,71,0,86,2148,0,0,0,17037,14.36
2023/02/23,15:00,0,10431,858,1,146,3102,75,0,81,1947,0,0,0,16641,15.27
2023/02/23,16:00,0,12289,973,2,144,1310,70,0,86,1803,0,0,0,16677,16.52
2023/02/23,17:00,0,13845,1101,2,148,92,64,0,203,1745,0,0,0,17200,18.51
2023/02/23,18:00,0,14657,1188,1,146,0,60,0,145,1548,0,0,0,17745,18.45
2023/02/23,19:00,0,14546,1173,2,149,0,44,0,37,1565,0,0,0,17516,18.05
2023/02/23,20:00,0,14373,1095,2,148,0,49,0,34,1472,0,0,0,17173,17.82
2023/02/23,21:00,0,13973,1018,1,148,0,54,0,34,1465,0,0,0,16693,17.54
2023/02/23,22:00,0,13196,867,2,147,0,46,0,4,1640,0,0,0,15902,17.08
2023/02/23,23:00,0,13718,807,2,149,0,42,0,59,684,0,0,0,15461,15.99
2023/02/24,00:00,0,12403,770,2,144,0,33,0,3,1312,0,0,0,14667,15.01
2023/02/24,01:00,0,11730,764,1,141,0,33,0,3,1807,0,0,0,14479,14.54
2023/02/24,02:00,0,11757,765,2,142,0,27,0,8,1876,0,0,0,14577,14.97
2023/02/24,03:00,0,11799,788,2,140,0,24,0,16,1872,0,0,0,14641,15.93
2023/02/24,04:00,0,11867,798,1,140,0,38,0,70,1716,0,0,0,14630,16.48
2023/02/24,05:00,0,12299,813,2,139,0,31,0,26,1693,0,0,0,15003,17.1
2023/02/24,06:00,0,13465,867,1,163,2,11,0,22,1699,0,0,0,16230,18.06
2023/02/24,07:00,0,14357,911,2,191,426,8,0,103,1348,0,0,0,17346,18.25
2023/02/24,08:00,0,14929,1039,2,193,1355,2,0,163,1617,0,0,0,19300,18.22
2023/02/24,09:00,0,15099,1005,1,198,1858,4,0,379,1485,0,0,0,20029,17.94
2023/02/24,10:00,0,14804,851,2,225,1800,16,0,141,1759,0,0,0,19598,17.2
2023/02/24,11:00,0,14547,753,2,229,1422,23,0,146,2210,0,0,0,19332,16.82
2023/02/24,12:00,0,13998,740,2,230,1260,46,0,170,1909,0,0,0,18355,15.48
2023/02/24,13:00,0,14456,716,1,230,999,59,0,616,2158,0,0,0,19235,16.79
2023/02/24,14:00,0,14444,726,2,229,759,73,0,961,2167,0,0,0,19361,17.06
2023/02/24,15:00,0,14368,745,1,231,390,85,0,782,2509,0,0,0,19111,17.34
2023/02/24,16:00,0,14302,962,2,233,90,73,0,1392,2175,0,0,0,19229,17.54
2023/02/24,17:00,0,14293,1284,2,234,2,59,0,880,2214,0,0,0,18968,18.32
2023/02/24,18:00,0,14310,1303,1,233,0,76,0,626,2243,0,0,0,18792,18.51
2023/02/24,19:00,0,14232,1227,2,234,0,111,0,430,1906,0,0,0,18142,17.94
2023/02/24,20:00,0,13964,1208,2,234,0,130,0,332,1759,0,0,0,17629,17.59
2023/02/24,21:00,0,13864,1075,1,235,0,148,0,66,1649,0,0,0,17038,16.93
2023/02/24,22:00,0,13531,986,2,236,0,158,0,3,1269,0,0,0,16185,16.2
2023/02/24,23:00,0,13254,899,2,234,0,169,0,3,980,0,0,0,15541,15.27
2023/02/25,00:00,0,12606,834,2,234,0,168,0,3,792,0,0,0,14639,16.63
2023/02/25,01:00,0,11864,819,1,234,0,208,0,3,1070,0,0,0,14199,17.36
2023/02/25,02:00,0,11736,816,2,234,0,223,0,3,1078,0,0,0,14092,17.95
2023/02/25,03:00,0,11844,813,2,234,0,239,0,3,829,0,0,0,13964,18.12
2023/02/25,04:00,0,11751,812,1,234,0,243,0,3,829,0,0,0,13873,17.39
2023/02/25,05:00,0,11534,808,2,233,0,250,0,3,925,0,0,0,13755,17.13
2023/02/25,06:00,0,11638,816,2,233,46,241,0,3,1045,0,0,0,14024,17.92
2023/02/25,07:00,0,10878,858,1,233,1511,214,0,8,810,0,0,0,14513,16.36
2023/02/25,08:00,0,9295,928,2,232,4075,239,-25,0,514,0,0,0,15260,15.64
2023/02/25,09:00,0,8182,921,2,233,6140,237,-817,0,461,0,0,0,15359,12.82
2023/02/25,10:00,0,7708,858,1,228,7421,242,-2209,0,775,0,0,0,15024,8.42
2023/02/25,11:00,0,8106,774,2,229,7800,250,-2663,0,0,-6,0,0,14492,11.23
2023/02/25,12:00,0,8451,762,2,232,7991,254,-2651,0,0,-1039,0,0,14002,10.58
2023/02/25,13:00,0,8793,735,1,231,7724,259,-1835,0,0,-1873,0,0,14035,12.34
2023/02/25,14:00,0,8502,730,2,231,6704,264,-1173,0,0,-1459,0,0,13801,13.33
2023/02/25,15:00,0,9114,775,1,231,4662,268,-837,0,0,-526,0,0,13688,13.54
2023/02/25,16:00,0,9694,890,2,232,2216,273,-301,0,1137,0,0,0,14143,15.97
2023/02/25,17:00,0,11606,1119,2,231,192,269,0,221,1382,0,0,0,15022,20.29
2023/02/25,18:00,0,12099,1159,1,233,0,257,0,896,1245,0,0,0,15890,21.57
2023/02/25,19:00,0,11776,1122,2,234,0,239,0,1033,1501,0,0,0,15907,19.87
2023/02/25,20:00,0,11637,1108,2,235,0,227,0,946,1531,0,0,0,15686,18.98
2023/02/25,21:00,0,11585,893,1,236,0,219,0,677,1670,0,0,0,15281,18.26
2023/02/25,22:00,0,11203,746,2,236,0,216,0,548,1489,0,0,0,14440,18.1
2023/02/25,23:00,0,11752,711,2,235,0,217,0,540,711,0,0,0,14168,16.24
2023/02/26,00:00,0,11544,685,2,235,0,228,0,291,516,0,0,0,13501,17.7
2023/02/26,01:00,0,11320,677,1,234,0,187,0,380,482,0,0,0,13281,17.88
2023/02/26,02:00,0,11286,667,2,234,0,174,0,682,416,0,0,0,13461,17.97
2023/02/26,03:00,0,11254,675,2,234,0,177,0,700,355,0,0,0,13397,18.12
2023/02/26,04:00,0,11152,671,1,233,0,185,0,477,404,0,0,0,13123,18
2023/02/26,05:00,0,10952,678,2,234,0,188,0,204,746,0,0,0,13004,17.46
2023/02/26,06:00,0,11048,697,2,233,88,165,0,223,834,0,0,0,13290,17.99
2023/02/26,07:00,0,9749,749,1,234,1872,161,0,191,884,0,0,0,13841,17.18
2023/02/26,08:00,0,8102,756,2,232,4666,161,-51,0,384,0,0,0,14252,13.09
2023/02/26,09:00,0,7968,791,2,233,6381,162,-666,0,0,-800,0,0,14071,11.07
2023/02/26,10:00,0,8141,724,1,233,7738,176,-1211,0,0,-1919,0,0,13883,0.51
2023/02/26,11:00,0,7586,613,2,234,8415,181,-2524,0,0,-965,0,0,13542,0.03
2023/02/26,12:00,0,7541,617,1,231,8187,186,-3207,0,0,-583,0,0,12973,0.11
2023/02/26,13:00,0,7638,644,2,235,7822,208,-3198,0,0,-707,0,0,12644,0.71
2023/02/26,14:00,0,8668,745,2,233,6347,217,-2775,0,0,-931,0,0,12506,3
2023/02/26,15:00,0,9091,859,1,233,4539,233,-1652,0,0,-642,0,0,12662,7.33
2023/02/26,16:00,0,9542,1003,2,234,2129,237,-557,0,578,0,0,0,13168,13.77
2023/02/26,17:00,0,11204,1196,2,235,162,230,0,815,606,0,0,0,14450,18.07
2023/02/26,18:00,0,12169,1221,1,234,0,228,0,289,1317,0,0,0,15459,18.81
2023/02/26,19:00,0,12307,1230,2,234,0,228,0,333,1197,0,0,0,15531,18.67
2023/02/26,20:00,0,12271,1109,1,235,0,205,0,262,1291,0,0,0,15374,18.5
2023/02/26,21:00,0,12371,885,2,234,0,192,0,414,783,0,0,0,14881,18.38
2023/02/26,22:00,0,11866,683,1,235,0,187,0,42,954,0,0,0,13968,17.96
2023/02/26,23:00,0,12065,659,2,235,0,215,0,161,173,0,0,0,13510,15.83
2023/02/27,00:00,0,11425,619,2,235,0,223,0,115,346,0,0,0,12965,14.35
2023/02/27,01:00,0,10924,613,1,233,0,220,0,3,852,0,0,0,12846,13.99
2023/02/27,02:00,0,11151,597,2,235,0,214,0,3,766,0,0,0,12968,17.33
2023/02/27,03:00,0,11798,598,1,234,0,167,0,14,258,0,0,0,13070,17.83
2023/02/27,04:00,0,11606,589,2,234,0,146,0,16,698,0,0,0,13291,17.53
2023/02/27,05:00,0,12175,596,2,234,0,157,0,16,790,0,0,0,13970,17.17
2023/02/27,06:00,0,13709,777,1,233,81,142,0,77,879,0,0,0,15899,18.24
2023/02/27,07:00,0,13521,911,2,233,2054,120,0,330,528,0,0,0,17699,18.11
2023/02/27,08:00,0,12882,926,1,231,4697,82,0,141,430,0,0,0,19390,17.04
2023/02/27,09:00,0,10997,995,2,231,6820,73,0,97,663,0,0,0,19878,12.19
2023/02/27,10:00,0,9187,849,2,230,8130,42,0,45,779,0,0,0,19264,1.51
2023/02/27,11:00,0,8812,737,1,231,8697,22,-787,0,878,0,0,0,18591,9.5
2023/02/27,12:00,0,8642,737,2,231,8644,8,-1901,0,677,0,0,0,17040,3.5
2023/02/27,13:00,0,9020,759,1,230,8016,4,-922,0,366,0,0,0,17474,7.5
2023/02/27,14:00,0,9552,815,2,231,6741,2,-803,0,670,0,0,0,17210,11.5
2023/02/27,15:00,0,10433,868,2,231,4781,2,-189,0,760,0,0,0,16888,11.19
2023/02/27,16:00,0,12034,966,1,239,2262,3,-96,0,1562,0,0,0,16971,13.35
2023/02/27,17:00,0,13714,1172,2,238,198,6,0,62,1632,0,0,0,17024,17.7
2023/02/27,18:00,0,14252,1278,2,238,0,3,0,115,1687,0,0,0,17575,18.05
2023/02/27,19:00,0,13920,1280,1,238,0,5,0,175,1572,0,0,0,17191,18.05
2023/02/27,20:00,0,13698,1143,2,238,0,7,0,276,1553,0,0,0,16917,17.88
2023/02/27,21:00,0,13421,1061,2,239,0,11,0,279,1457,0,0,0,16470,17.53
2023/02/27,22:00,0,13181,889,1,240,0,11,0,212,1205,0,0,0,15739,16.4
2023/02/27,23:00,0,13132,813,2,239,0,12,0,48,1052,0,0,0,15298,14.33
2023/02/28,00:00,0,12436,617,2,239,0,16,0,3,1320,0,0,0,14633,14.26
2023/02/28,01:00,0,11849,603,2,239,0,17,0,3,1640,0,0,0,14353,14.22
2023/02/28,02:00,0,12236,591,1,239,0,21,0,3,1434,0,0,0,14525,17.04
2023/02/28,03:00,0,12359,616,2,238,0,15,0,3,1358,0,0,0,14591,17.41
2023/02/28,04:00,0,12415,613,1,238,0,11,0,3,1258,0,0,0,14539,17.23
2023/02/28,05:00,0,12738,627,2,238,0,12,0,24,1402,0,0,0,15043,17.08
2023/02/28,06:00,0,13717,752,2,235,96,7,0,253,1372,0,0,0,16434,17.75
2023/02/28,07:00,0,13184,830,1,234,2163,2,0,431,787,0,0,0,17632,17.51
2023/02/28,08:00,0,11959,904,2,236,4749,2,0,99,970,0,0,0,18921,15.43
2023/02/28,09:00,0,10614,968,2,234,6751,4,0,54,577,0,0,0,19204,12.65
2023/02/28,10:00,0,8634,856,1,236,8000,15,-280,0,824,0,0,0,18286,0.01
2023/02/28,11:00,0,8284,743,2,237,8527,22,-918,0,617,0,0,0,17514,2
2023/02/28,12:00,0,8105,715,2,239,8470,28,-2233,0,890,0,0,0,16216,0.01
2023/02/28,13:00,0,8566,727,1,237,7820,33,-1472,0,781,0,0,0,16693,1.5
2023/02/28,14:00,0,8518,783,2,236,6549,38,-889,0,1201,0,0,0,16438,8.01
2023/02/28,15:00,0,9137,847,2,238,4647,38,-402,0,1567,0,0,0,16074,8
2023/02/28,16:00,0,10624,956,1,237,2145,27,-20,0,2123,0,0,0,16093,11.82
2023/02/28,17:00,0,12298,1195,2,241,173,20,0,120,2093,0,0,0,16142,17.38
2023/02/28,18:00,0,13164,1251,1,239,0,15,0,401,1556,0,0,0,16627,18.01
2023/02/28,19:00,0,13007,1259,2,238,0,7,0,501,1315,0,0,0,16329,17.96
2023/02/28,20:00,0,12689,1216,2,240,0,18,0,462,1379,0,0,0,16006,17.67
2023/02/28,21:00,0,12084,1084,1,239,0,36,0,434,1712,0,0,0,15590,17.41
2023/02/28,22:00,0,11439,950,2,237,0,57,0,317,1897,0,0,0,14899,17.34
2023/02/28,23:00,0,11412,843,2,237,0,65,0,256,1611,0,0,0,14426,14.44
2023/03/01,00:00,0,10654,680,1,236,0,89,0,61,2030,0,0,0,13751,15.73
2023/03/01,01:00,0,10446,636,2,236,0,98,0,3,2068,0,0,0,13489,14.07
2023/03/01,02:00,0,11006,619,2,235,0,72,0,3,1798,0,0,0,13735,15.63
2023/03/01,03:00,0,11405,622,2,239,0,35,0,3,1592,0,0,0,13898,16.64
2023/03/01,04:00,0,11491,700,1,238,0,24,0,15,1510,0,0,0,13979,15.4
2023/03/01,05:00,0,11614,764,2,237,0,22,0,155,1553,0,0,0,14347,15.05
2023/03/01,06:00,0,11697,816,2,238,56,19,0,803,1893,0,0,0,15524,17.18
2023/03/01,07:00,0,11146,882,1,237,1819,18,0,764,1655,0,0,0,16522,16.46
2023/03/01,08:00,0,11105,934,2,236,3676,16,0,467,1342,0,0,0,17778,14.72
2023/03/01,09:00,0,10060,908,1,234,5527,18,0,310,1113,0,0,0,18171,13.66
2023/03/01,10:00,0,8533,794,2,235,7298,33,0,27,912,0,0,0,17834,8.89
2023/03/01,11:00,0,7798,723,2,235,7741,55,-213,0,852,0,0,0,17193,8.05
2023/03/01,12:00,0,7860,702,1,236,7608,70,-862,0,265,0,0,0,15880,1
2023/03/01,13:00,0,9094,721,2,234,5603,56,-19,0,696,0,0,0,16387,7.31
2023/03/01,14:00,0,9951,732,2,234,3507,54,0,503,1274,0,0,0,16257,12.67
2023/03/01,15:00,0,10126,781,1,231,2694,62,0,275,1883,0,0,0,16053,13.92
2023/03/01,16:00,0,11371,894,2,236,1213,59,0,563,1757,0,0,0,16095,15.52
2023/03/01,17:00,0,11785,1110,2,237,111,85,0,637,2146,0,0,0,16113,17.41
2023/03/01,18:00,0,12324,1181,1,238,0,83,0,659,1986,0,0,0,16472,17.45
2023/03/01,19:00,0,12288,1156,2,239,0,85,0,649,1562,0,0,0,15981,17.42
2023/03/01,20:00,0,12042,1035,2,240,0,97,0,377,1733,0,0,0,15526,17.35
2023/03/01,21:00,0,11673,953,1,239,0,115,0,26,1990,0,0,0,14997,16.34
2023/03/01,22:00,0,11327,804,2,237,0,135,0,27,1799,0,0,0,14331,14.74
2023/03/01,23:00,0,11536,761,2,239,0,125,0,71,1149,0,0,0,13883,13.2
2023/03/02,00:00,0,10771,658,1,240,0,108,0,3,1297,0,0,0,13078,13.6
2023/03/02,01:00,0,9977,640,2,241,0,122,0,3,1825,0,0,0,12810,13.61
2023/03/02,02:00,0,10328,609,2,239,0,183,0,3,1627,0,0,0,12991,14.95
2023/03/02,03:00,0,10598,608,2,240,0,229,0,11,1486,0,0,0,13174,15.93
2023/03/02,04:00,0,10419,638,1,239,0,200,0,26,1707,0,0,0,13230,15.65
2023/03/02,05:00,0,10617,654,2,239,0,161,0,27,1744,0,0,0,13444,16.2
2023/03/02,06:00,0,11560,679,1,239,3,161,0,71,1584,0,0,0,14298,17.13
2023/03/02,07:00,0,11650,779,2,239,702,154,0,216,1606,0,0,0,15348,17.09
2023/03/02,08:00,0,11245,889,2,239,2339,171,0,26,2297,0,0,0,17208,16.34
2023/03/02,09:00,0,10989,940,1,235,3732,187,0,208,1792,0,0,0,18084,14.05
2023/03/02,10:00,0,9286,783,2,235,5064,217,0,68,2134,0,0,0,17789,8.76
2023/03/02,11:00,0,9140,711,2,234,6070,248,0,24,1124,0,0,0,17553,12.57
2023/03/02,12:00,0,9103,705,1,238,6315,273,0,41,0,-123,0,0,16553,11.51
